State,LGA,Ward,PU-Code,PU-Name,Full Address,Latitude,Longitude,Accredited_Voters,Registered_Voters,Voter Consistency,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP
YOBE,BADE,GWIO-KURA,35-01-02-003,"GWIO DINA ,PRI. SCH.","YOBE BADE GWIO-KURA GWIO DINA ,PRI. SCH. ",12.674848,11.0667561,222,777,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,17,0,18,0
YOBE,BADE,LAWAN FANNAMI,35-01-05-001,"ARI KULOLA, ARI KULOLA GATE","YOBE BADE LAWAN FANNAMI ARI KULOLA, ARI KULOLA GATE ",12.8789715,11.0400653,184,750,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,48,0,115,13
YOBE,BADE,LAWAN FANNAMI,35-01-05-005,TSANGAYA I OPEN SPACE,YOBE BADE LAWAN FANNAMI TSANGAYA I OPEN SPACE,12.8789715,11.0400653,320,1358,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,73,0,221,22
YOBE,BADE,SARKIN HAUSAWA,35-01-07-002,TALBARI L.E.A.,YOBE BADE SARKIN HAUSAWA TALBARI L.E.A.,12.8447255,11.045721,581,1935,OKAY,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,36,0,192,36
YOBE,BADE,TAGALI/SUGUM,35-01-08-007,MADAMUWA BULAMA GATE,YOBE BADE TAGALI/SUGUM MADAMUWA BULAMA GATE,12.7509043,10.6421799,193,572,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,119,0,43,19
YOBE,BADE,TAGALI/SUGUM,35-01-08-008,MADAMUWA BULAMA GATE,YOBE BADE TAGALI/SUGUM MADAMUWA BULAMA GATE,12.7509043,10.6421799,193,572,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,225,0,65,10
YOBE,BADE,USUR/DAWAYO,35-01-09-008,AZAM KURA B. GATE II,YOBE BADE USUR/DAWAYO AZAM KURA B. GATE II,12.84228,10.901604,168,807,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,52,0,52,62
YOBE,BADE,ZANGON MUSA/ZANGO UMARU,35-01-10-006,NOMAU NA INNA,YOBE BADE ZANGON MUSA/ZANGO UMARU NOMAU NA INNA,12.8669155,11.0570334,223,977,OKAY,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,67,0,140,10
YOBE,BURSARI,DAMNAWA/JULURI,35-02-02-005,JULURI II. PRI SCHOOL,YOBE BURSARI DAMNAWA/JULURI JULURI II. PRI SCHOOL,12.8897014,11.6385328,58,393,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,32,0,19,2
YOBE,BURSARI,KALIYARI,35-02-08-009,"TUNGA, DANDALI MAIGARI","YOBE BURSARI KALIYARI TUNGA, DANDALI MAIGARI ",12.8977856,11.4566299,116,579,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,50,0,47,4
YOBE,BURSARI,MASABA,35-02-10-003,"DASKUM, PRI. SCH.","YOBE BURSARI MASABA DASKUM, PRI. SCH. ",12.8923946,11.1737694,87,432,OKAY,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,33,0,48,2
YOBE,BURSARI,MASABA,35-02-10-008,GIRWAN PRI SCHOOL,YOBE BURSARI MASABA GIRWAN PRI SCHOOL,12.8923946,11.1737694,127,462,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,25,0,92,4
YOBE,BURSARI,MASABA,35-02-10-010,"MASABA, DISPENSARY","YOBE BURSARI MASABA MASABA, DISPENSARY ",12.909649,11.1843887,163,542,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,67,0,89,3
YOBE,DAMATURU,KUKARETA/WARSALA,35-03-06-005,GONI USMAN GATE,YOBE DAMATURU KUKARETA/WARSALA GONI USMAN GATE,11.7469961,11.9661922,38,492,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,23,0,9,0
YOBE,FIKA,MUBI / FUSAMI / GARIN WAYO,35-04-06-004,"GARIN WAYO, PRI. SCH.","YOBE FIKA MUBI / FUSAMI / GARIN WAYO GARIN WAYO, PRI. SCH. ",11.194858,11.3204164,403,906,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,104,0,296,0
YOBE,FUNE,ABAKIRE / NGENLSHENGELE / SHAMKA,35-05-01-008,LAMIDO GOMBE K/BULAMA,YOBE FUNE ABAKIRE / NGENLSHENGELE / SHAMKA LAMIDO GOMBE K/BULAMA,11.5163574,11.6612934,104,332,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,52,0,45,1
YOBE,FUNE,BORNO KIJI/NGARHO/BEBBENDE,35-05-03-003,"BINDIGI  , PRI. SCH.","YOBE FUNE BORNO KIJI/NGARHO/BEBBENDE BINDIGI  , PRI. SCH. ",12.1845649,11.253247,234,750,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,107,0,96,0
YOBE,FUNE,DAMAGUM TOWN,35-05-04-003,"ANGUWAR DUTSI, MARKET STALL STORE","YOBE FUNE DAMAGUM TOWN ANGUWAR DUTSI, MARKET STALL STORE ",11.6575375,11.348779,281,750,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,46,1,215,6
YOBE,FUNE,DAMAGUM TOWN,35-05-04-009,"DAMAGUM , CENTRAL PRI. SCH. II","YOBE FUNE DAMAGUM TOWN DAMAGUM , CENTRAL PRI. SCH. II ",11.6786065,11.3383567,218,750,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,32,0,170,2
YOBE,FUNE,FUNE/NGELZARMA/MILBIYAR/LAWAN KALAM,35-05-07-006,FUNE PRIMARY SCHOOL,YOBE FUNE FUNE/NGELZARMA/MILBIYAR/LAWAN KALAM FUNE PRIMARY SCHOOL,11.6703569,11.535526,301,959,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,158,0,120,1
YOBE,FUNE,GABA TASHA/AIGADA/DUMBULWA,35-05-08-007,JORINGEL ZOTO KOFAR BULAMA,YOBE FUNE GABA TASHA/AIGADA/DUMBULWA JORINGEL ZOTO KOFAR BULAMA,11.6746695,11.3795216,300,873,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,93,0,37,0
YOBE,FUNE,GUDUGURKA/MARMAR  I,35-05-09-010,RIGIM KOFAR BULAMA B,YOBE FUNE GUDUGURKA/MARMAR  I RIGIM KOFAR BULAMA B,12.2315194,11.1843887,53,312,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,34,0,13,0
YOBE,FUNE,KAYERI,35-05-11-001,ANG MODU HEALTH CENTRE,YOBE FUNE KAYERI ANG MODU HEALTH CENTRE,12.0550284,11.0938079,178,750,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,54,2,104,2
YOBE,FUNE,KAYERI,35-05-11-011,JAURO KUKA KOFAR BULAMA,YOBE FUNE KAYERI JAURO KUKA KOFAR BULAMA,12.0550284,11.0938079,192,699,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,114,0,62,5
YOBE,FUNE,MASHIO,35-05-13-013,JAURO BIRAU KOFAR BULAMA,YOBE FUNE MASHIO JAURO BIRAU KOFAR BULAMA,11.7886634,11.5702813,108,404,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,48,0,52,0
YOBE,FUNE,MASHIO,35-05-13-016,KAZALMA KOFAR BULAMA,YOBE FUNE MASHIO KAZALMA KOFAR BULAMA,11.7886634,11.5702813,52,152,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,34,0,14,0
YOBE,FUNE,MASHIO,35-05-13-021,NGELKOREJI KOFAR BULAMA,YOBE FUNE MASHIO NGELKOREJI KOFAR BULAMA,11.7886634,11.5702813,94,373,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,40,0,40,0
YOBE,GEIDAM,BALLE/GALLABA/MELERI,35-06-02-009,"SHAME MAIRI, BULAMA'S  GATE","YOBE GEIDAM BALLE/GALLABA/MELERI SHAME MAIRI, BULAMA'S  GATE ",12.8275014,11.7637775,106,306,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,46,0,31,0
YOBE,GEIDAM,FUTCHIMIRAM,35-06-05-004,"GARIMARI, BULAMA'S  GATE","YOBE GEIDAM FUTCHIMIRAM GARIMARI, BULAMA'S  GATE ",12.7183683,12.4151335,7,185,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,4,0,3,0
YOBE,GEIDAM,GUMSA,35-06-06-005,"GUMSA BAKIN KASUWA, BAKIN KASUWA II","YOBE GEIDAM GUMSA GUMSA BAKIN KASUWA, BAKIN KASUWA II ",12.5621037,11.7983496,70,510,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,48,0,19,1
YOBE,GEIDAM,KAWURI,35-06-08-010,"MUSTAPHA KULAMI,  MUSTAPHA KALAMI'S GATE","YOBE GEIDAM KAWURI MUSTAPHA KULAMI,  MUSTAPHA KALAMI'S GATE ",12.8811317,11.951925,189,579,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,84,0,87,6
YOBE,GEIDAM,MA'ANNA/DAGAMBI,35-06-09-004,"ISORI, BULAMA GATE","YOBE GEIDAM MA'ANNA/DAGAMBI ISORI, BULAMA GATE ",12.7673747,11.8435568,103,320,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,96,0,14,0
YOBE,GEIDAM,ZURGU NGILEWA / BORKO,35-06-11-005,"KINDILLA, BULAMA'S GATE","YOBE GEIDAM ZURGU NGILEWA / BORKO KINDILLA, BULAMA'S GATE ",12.656092,12.3005803,37,452,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,21,0,9,0
YOBE,GUJBA,MALLAM DUNARI,35-07-07-002,"BULTURAM KURA,  PRI. SCH.","YOBE GUJBA MALLAM DUNARI BULTURAM KURA,  PRI. SCH. ",11.4277851,12.1861447,184,691,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,150,0,31,1
YOBE,GULANI,BARA,35-08-01-008,DUCHI M. MIDALA DUCHI PRI SCHOOL,YOBE GULANI BARA DUCHI M. MIDALA DUCHI PRI SCHOOL,10.934755,11.6826359,176,536,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,100,0,64,4
YOBE,GULANI,BULARAFA,35-08-03-006,"KUKUWA, PRI. SCH.","YOBE GULANI BULARAFA KUKUWA, PRI. SCH. ",11.1326538,11.7751709,256,750,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,127,0,102,6
YOBE,GULANI,GAGURE,35-08-07-004,"GAGURE, PRI. SCH.","YOBE GULANI GAGURE GAGURE, PRI. SCH. ",10.8729395,11.5930268,452,1367,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,12,0,32,0
YOBE,GULANI,GULANI,35-08-09-002,"GULANI LAWANTI, VIEWING CENTRE II","YOBE GULANI GULANI GULANI LAWANTI, VIEWING CENTRE II ",10.724675,11.68976,158,578,OKAY,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,63,2,68,3
YOBE,GULANI,NJIBULWA,35-08-11-001,"BAKKI YAYUM,YAYUM B.B GATE","YOBE GULANI NJIBULWA BAKKI YAYUM,YAYUM B.B GATE ",10.9733564,11.5816534,85,353,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,56,0,19,5
YOBE,GULANI,RUHU,35-08-12-001,"CHOKA AMMANI, MUSA GATE","YOBE GULANI RUHU CHOKA AMMANI, MUSA GATE ",10.639645,11.6044014,87,504,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,34,0,44,7
YOBE,JAKUSKO,GIDGID / BAYAM,35-09-03-006,"GAMBOJE ADAMU, RIJIYA ADAMU","YOBE JAKUSKO GIDGID / BAYAM GAMBOJE ADAMU, RIJIYA ADAMU ",12.511642,10.9580947,56,217,OKAY,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,33,0,7,1
YOBE,JAKUSKO,JAWUR/KATAMMA,35-09-07-003,"ARFANE,  KOFAR BULAMA","YOBE JAKUSKO JAWUR/KATAMMA ARFANE,  KOFAR BULAMA ",12.6926422,10.9580947,346,1078,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,109,0,212,23
YOBE,JAKUSKO,JAWUR/KATAMMA,35-09-07-014,"TAJUWA, PRI. SCH.","YOBE JAKUSKO JAWUR/KATAMMA TAJUWA, PRI. SCH. ",12.797612,11.0230118,434,1137,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,123,5,263,34
YOBE,KARASAWA,GARIN GAWO,35-10-03-002,"ALHAJIRI, KOFAR MAIGARI","YOBE KARASAWA GARIN GAWO ALHAJIRI, KOFAR MAIGARI ",12.9287233,10.7323332,206,393,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,109,0,25,23
YOBE,KARASAWA,WARO,35-10-09-005,"ZAUNARI, KOFAR MAIGARI","YOBE KARASAWA WARO ZAUNARI, KOFAR MAIGARI ",12.934508,11.090467,177,485,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,98,0,69,7
YOBE,MACHINA,DOLE,35-11-03-006,"KASATCHI, RIJIYA I","YOBE MACHINA DOLE KASATCHI, RIJIYA I ",12.9187667,9.8348146,0,903,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,176,0,64,27
YOBE,MACHINA,MASKANDARE,35-11-09-004,"MASKANDARE,  PRI. SCH.","YOBE MACHINA MASKANDARE MASKANDARE,  PRI. SCH. ",13.0576799,10.0695367,303,986,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,148,0,91,16
YOBE,NANGERE,DADISO / CHUKURIWA,35-12-02-009,"GARIN ZANNA, KOFAR MAIGARI","YOBE NANGERE DADISO / CHUKURIWA GARIN ZANNA, KOFAR MAIGARI ",11.9739503,10.8677256,137,393,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,87,0,43,3
YOBE,NANGERE,DAWASA/G.BABA,35-12-03-003,"DAWASA, PRI. SCH.","YOBE NANGERE DAWASA/G.BABA DAWASA, PRI. SCH. ",11.9762222,10.9467056,199,718,OKAY,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,44,1,138,7
YOBE,NANGERE,DAWASA/G.BABA,35-12-03-017,KUKURI UNGUWAN CHIROMA OPEN SPACE,YOBE NANGERE DAWASA/G.BABA KUKURI UNGUWAN CHIROMA OPEN SPACE,11.9380046,10.9241963,96,250,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,17,0,160,1
YOBE,NANGERE,DEGUBI,35-12-05-001,"CHALLINO I,  KOFAR MAIGARI","YOBE NANGERE DEGUBI CHALLINO I,  KOFAR MAIGARI ",11.7243201,10.9944782,248,726,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,38,0,166,30
YOBE,NANGERE,DEGUBI,35-12-05-005,"DEGUBI III,  DISPENSARY","YOBE NANGERE DEGUBI DEGUBI III,  DISPENSARY ",11.7243201,10.9944782,283,852,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,65,0,196,5
YOBE,NANGERE,KUKURI/CHIROMARI,35-12-06-009,"GWALA SABUWA, KOFAR MAIGARI","YOBE NANGERE KUKURI/CHIROMARI GWALA SABUWA, KOFAR MAIGARI ",11.8956645,10.8564355,149,433,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,39,0,86,23
YOBE,NANGERE,NANGERE,35-12-08-009,"NANGERE BAKIN KASUWA, BAKIN KASUWA","YOBE NANGERE NANGERE NANGERE BAKIN KASUWA, BAKIN KASUWA ",11.8662689,11.0697615,195,538,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,41,0,122,14
YOBE,NANGERE,PAKARAU KARE-KARE/ PAKARAU FULANI,35-12-09-010,"DUDDAYE  II,  KOFAR MAIGARI","YOBE NANGERE PAKARAU KARE-KARE/ PAKARAU FULANI DUDDAYE  II,  KOFAR MAIGARI ",11.8062359,10.9940725,156,496,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,54,0,94,2
YOBE,NANGERE,TIKAU,35-12-10-006,"JAKADE I,FULANI, KOFAR MAIGARI","YOBE NANGERE TIKAU JAKADE I,FULANI, KOFAR MAIGARI ",11.7712383,11.0863811,316,1070,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,17,0,284,5
YOBE,NANGERE,TIKAU,35-12-10-014,"TUDUN WADA, KOFAR MAIGARI","YOBE NANGERE TIKAU TUDUN WADA, KOFAR MAIGARI ",11.7712383,11.0863811,139,436,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,62,0,61,2
YOBE,NGURU,DABULE,35-13-03-004,MOJOGOLAM LAWANTI KOFAR LAWANTI,YOBE NGURU DABULE MOJOGOLAM LAWANTI KOFAR LAWANTI,12.9761015,10.4059456,161,429,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,103,0,43,1
YOBE,NGURU,DUMSAI/DOGON-KUKA,35-13-04-002,DUMSAI PRIMARY SCHOOL II,YOBE NGURU DUMSAI/DOGON-KUKA DUMSAI PRIMARY SCHOOL II,12.8645975,10.5558505,190,578,OKAY,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,46,1,106,3
YOBE,NGURU,GARBI/BAMBORI,35-13-05-005,"RAILWAY, RAILWAY PRI. SCH","YOBE NGURU GARBI/BAMBORI RAILWAY, RAILWAY PRI. SCH ",12.8775114,10.4565159,272,1076,OKAY,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,44,0,180,26
